#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
359	OR10A2_AD	OR10A2	341276	AD	0.4149	0.0202	0.5000	0.4581	0.0000	0.2801	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal olfactory neuron innervation pattern (MP:0012014), 		Proximity to MFF associated with Encephalopathy due to defective mitochondrial and peroxisomal fission 2 (OMIM:617086): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
359	PIGG_AR	PIGG	54872	AR	0.4149	0.0202	0.5606	0.3895	0.5606	0.0000	0.0000	0.5229	0.5606	1.0000	0	Neurodevelopmental disorder with or without hypotonia, seizures, and cerebellar atrophy (OMIM:616917): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 			Proximity to PIGW associated with Glycosylphosphatidylinositol biosynthesis defect 11 (OMIM:616025): Epileptic spasm (HP:0011097)-Tonic seizure (HP:0032792), 		
361	KCNQ5_AD	KCNQ5	56479	AD	0.4151	0.0201	0.8760	0.0324	0.8760	0.5239	0.0000	0.5061	0.8760	1.0000	0	Intellectual developmental disorder, autosomal dominant 46 (OMIM:617601): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Epileptic spasm (HP:0011097)-abnormal afterhyperpolarization (MP:0003412), 		Proximity to KCNH5 associated with Developmental and epileptic encephalopathy 112 (OMIM:620537): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
361	MGAT4A_AD	MGAT4A	11320	AD	0.4151	0.0201	0.5186	0.4368	0.0000	0.0000	0.0000	0.5186	0.5186	1.0000	0				Proximity to MGAT2 associated with MGAT2-CDG (ORPHA:79329): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to MGAT2 Epileptic spasm (HP:0011097)-abnormal PNS synaptic transmission (MP:0002913), 	
363	SEC62_AR	SEC62	7095	AR	0.4154	0.0200	0.5000	0.4574	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CSNK2A1 associated with Okur-Chung neurodevelopmental syndrome (OMIM:617062): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to CSNK2A1 Epileptic spasm (HP:0011097)-craniorachischisis (MP:0008784), 	
364	IFIT3_AD	IFIT3	3437	AD	0.4162	0.0198	0.5004	0.4560	0.0000	0.0000	0.0000	0.5004	0.5004	1.0000	0				Proximity to EXTL3 associated with Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome (ORPHA:508533): Epileptic spasm (HP:0011097)-Focal myoclonic seizure (HP:0011166), 		
365	MID2_XR	MID2	11043	XR	0.4169	0.0197	0.5606	0.3868	0.5606	0.0000	0.0000	0.5000	0.5606	1.0000	0	?Intellectual developmental disorder, X-linked 101 (OMIM:300928): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 			Proximity to COL18A1 associated with Knobloch syndrome, type 1 (OMIM:267750): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to COL18A1 Epileptic spasm (HP:0011097)-subarachnoid hemorrhage (MP:0031109), 	
366	ST14_AD	ST14	6768	AD	0.4175	0.0195	0.2500	0.7375	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0				Proximity to FGF12 associated with Developmental and epileptic encephalopathy 47 (OMIM:617166): Epileptic spasm (HP:0011097)-Tonic seizure (HP:0032792), 		
366	STRN3_AR	STRN3	29966	AR	0.4175	0.0195	0.5004	0.4541	0.0000	0.0000	0.0000	0.5004	0.5004	1.0000	0				Proximity to GOLGA2 associated with Developmental delay with hypotonia, myopathy, and brain abnormalities (OMIM:620240): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to GOLGA2 Epileptic spasm (HP:0011097)-decreased Purkinje cell number (MP:0000880), 	
368	PGS1_AR	PGS1	9489	AR	0.4187	0.0192	0.5006	0.4522	0.0000	0.0000	0.0000	0.5006	0.5006	1.0000	0				Proximity to NUS1 associated with Intellectual developmental disorder, autosomal dominant 55, with seizures (OMIM:617831): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
368	DOCK10_AR	DOCK10	55619	AR	0.4188	0.0192	0.5000	0.4527	0.0000	0.4221	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal astrocyte physiology (MP:0008916), 		Proximity to OPHN1 associated with X-linked intellectual disability-cerebellar hypoplasia syndrome (ORPHA:137831): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to OPHN1 Epileptic spasm (HP:0011097)-abnormal excitatory postsynaptic potential (MP:0002912), 	
370	GALNT9_AD	GALNT9	50614	AD	0.4193	0.0191	0.5000	0.4521	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GLB1 associated with GM1-gangliosidosis, type II (OMIM:230600): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to GLB1 Epileptic spasm (HP:0011097)-abnormal brain morphology (MP:0002152), 	
371	TP53I11_AR	TP53I11	9537	AR	0.4198	0.0190	0.5000	0.4513	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ATP6V1A associated with Developmental and epileptic encephalopathy 93 (OMIM:618012): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
372	LY6E_AR	LY6E	4061	AR	0.4206	0.0188	0.5002	0.4501	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to PIGA associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to PIGA Epileptic spasm (HP:0011097)-abnormal brain development (MP:0000913), 	
373	WDPCP_AR	WDPCP	51057	AR	0.4208	0.0187	0.5606	0.3815	0.5606	0.2808	0.0000	0.5004	0.5606	1.0000	0	Bardet-Biedl syndrome (ORPHA:110): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 	Epileptic spasm (HP:0011097)-abnormal embryonic neuroepithelium morphology (MP:0004261), 		Proximity to TMEM231 associated with Orofaciodigital syndrome type 3 (ORPHA:2752): Epileptic spasm (HP:0011097)-Focal seizure with eyelid myoclonia (HP:0011168), 	Proximity to TMEM231 Epileptic spasm (HP:0011097)-abnormal nervous system development (MP:0003861), 	
374	METAP2_AD	METAP2	10988	AD	0.4212	0.0186	0.5001	0.4494	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to SCN3A associated with Epilepsy, familial focal, with variable foci 4 (OMIM:617935): Epileptic spasm (HP:0011097)-Clonic seizure (HP:0020221), 		
375	ACSL3_AR	ACSL3	2181	AR	0.4219	0.0185	0.5127	0.4342	0.0000	0.0000	0.0000	0.5127	0.5127	1.0000	0				Proximity to PPT1 associated with Late infantile neuronal ceroid lipofuscinosis (ORPHA:168491): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to PPT1 Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
376	HNRNPH2_XD	HNRNPH2	3188	XD	0.4223	0.0184	0.5606	0.3794	0.5606	0.5049	0.0000	0.5155	0.5606	1.0000	0	Intellectual developmental disorder, X-linked syndromic, Bain type (OMIM:300986): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 	Epileptic spasm (HP:0011097)-abnormal autonomic nervous system physiology (MP:0006276), 		Proximity to CELF2 associated with Developmental and epileptic encephalopathy 97 (OMIM:619561): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to CELF2 Epileptic spasm (HP:0011097)-abnormal axon extension (MP:0003651), 	
377	AKAP6_AR	AKAP6	9472	AR	0.4229	0.0183	0.5003	0.4468	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to SCN2A associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SCN2A Epileptic spasm (HP:0011097)-abnormal action potential (MP:0005402), 	
378	RHBDL3_AR	RHBDL3	162494	AR	0.4236	0.0181	0.5002	0.4459	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to CABP4 associated with Autosomal dominant nocturnal frontal lobe epilepsy (ORPHA:98784): Epileptic spasm (HP:0011097)-Focal hyperkinetic seizure (HP:0011174), 	Proximity to CABP4 Epileptic spasm (HP:0011097)-abnormal brain morphology (MP:0002152), 	
379	FOXP1_AR	FOXP1	27086	AR	0.4240	0.0180	0.2500	0.7286	0.5606	0.0000	0.0000	0.5001	0.5606	0.5000	0	FOXP1 Syndrome (ORPHA:391372): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 			Proximity to PSAT1 associated with Phosphoserine aminotransferase deficiency, infantile/juvenile form (ORPHA:284417): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to PSAT1 Epileptic spasm (HP:0011097)-exencephaly (MP:0000914), 	
379	SPOCK1_AR	SPOCK1	6695	AR	0.4243	0.0180	0.5000	0.4453	0.0000	0.4722	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 		Proximity to COL18A1 associated with Knobloch syndrome, type 1 (OMIM:267750): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to COL18A1 Epileptic spasm (HP:0011097)-subarachnoid hemorrhage (MP:0031109), 	
381	CRYBG1_AD	CRYBG1	202	AD	0.4249	0.0178	0.5001	0.4444	0.0000	0.4722	0.0000	0.5001	0.5001	1.0000	0		Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 		Proximity to GRIK2 associated with Neurodevelopmental disorder with impaired language and ataxia and with or without seizures (OMIM:619580): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to GRIK2 Epileptic spasm (HP:0011097)-abnormal single cell response (MP:0003463), 	
382	GRIN1_AD	GRIN1	2902	AD	0.4254	0.0177	0.8921	0.0000	0.8921	0.5453	0.0000	0.5078	0.8921	1.0000	0	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant (OMIM:614254): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Epileptic spasm (HP:0011097)-abnormal nervous system physiology (MP:0003633), 		Proximity to GRIK2 associated with Neurodevelopmental disorder with impaired language and ataxia and with or without seizures (OMIM:619580): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to GRIK2 Epileptic spasm (HP:0011097)-abnormal single cell response (MP:0003463), 	
383	PCSK5_AD	PCSK5	5125	AD	0.4264	0.0175	0.5001	0.4423	0.0000	0.3399	0.0000	0.5001	0.5001	1.0000	0		Epileptic spasm (HP:0011097)-abnormal spinal cord morphology (MP:0000955), 		Proximity to COG2 associated with ?Congenital disorder of glycosylation, type IIq (OMIM:617395): Epileptic spasm (HP:0011097)-Generalized tonic seizure (HP:0010818), 		
384	SORCS3_AD	SORCS3	22986	AD	0.4268	0.0174	0.5001	0.4418	0.0000	0.4516	0.0000	0.5001	0.5001	1.0000	0		Epileptic spasm (HP:0011097)-absent long-term depression (MP:0001899), 		Proximity to GRIK2 associated with Neurodevelopmental disorder with impaired language and ataxia and with or without seizures (OMIM:619580): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to GRIK2 Epileptic spasm (HP:0011097)-abnormal single cell response (MP:0003463), 	
385	MPEG1_AR	MPEG1	219972	AR	0.4273	0.0173	0.2503	0.7239	0.0000	0.0000	0.0000	0.5005	0.5005	0.5000	0				Proximity to TGFB1 associated with Inflammatory bowel disease, immunodeficiency, and encephalopathy (OMIM:618213): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to TGFB1 Epileptic spasm (HP:0011097)-brain inflammation (MP:0001847), 	
386	ALK_AD	ALK	238	AD	0.4279	0.0172	0.5011	0.4394	0.0000	0.4702	0.0000	0.5011	0.5011	1.0000	0		Epileptic spasm (HP:0011097)-abnormal hypothalamus secretion (MP:0001752), 		Proximity to PIK3CD associated with ?Roifman-Chitayat syndrome, digenic (OMIM:613328): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 		
386	TBCD_AR	TBCD	6904	AR	0.4279	0.0172	0.8892	0.0000	0.8892	0.0000	0.0000	0.0000	0.8892	1.0000	0	Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum (OMIM:617193): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 					
388	CDH4_AD	CDH4	1002	AD	0.4283	0.0171	0.5022	0.4375	0.0000	0.0000	0.0000	0.5022	0.5022	1.0000	0				Proximity to CDH2 associated with Agenesis of corpus callosum, cardiac, ocular, and genital syndrome (OMIM:618929): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to CDH2 Epileptic spasm (HP:0011097)-abnormal sensorimotor gating (MP:0002634), 	
389	NRXN1_AD	NRXN1	9378	AD	0.4293	0.0169	0.2660	0.7034	0.0000	0.5319	0.0000	0.5001	0.5319	0.5000	0		Epileptic spasm (HP:0011097)-abnormal nervous system physiology (MP:0003633), 		Proximity to GPHN associated with Molybdenum cofactor deficiency C (OMIM:615501): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to GPHN Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	
390	DUS3L_AR	DUS3L	56931	AR	0.4300	0.0168	0.5000	0.4377	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GAMT associated with Guanidinoacetate methyltransferase deficiency (ORPHA:382): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 		
391	GALNT3_AD	GALNT3	2591	AD	0.4303	0.0167	0.2503	0.7199	0.0000	0.0000	0.0000	0.5007	0.5007	0.5000	0				Proximity to ST3GAL3 associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
392	MCHR2_AD	MCHR2	84539	AD	0.4309	0.0166	0.5014	0.4350	0.0000	0.0000	0.0000	0.5014	0.5014	1.0000	0				Proximity to GRM7 associated with Early infantile epileptic encephalopathy (ORPHA:1934): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to GRM7 Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
393	GOLGA6L2_AD	GOLGA6L2	283685	AD	0.4327	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
393	ZNF880_AR	ZNF880	400713	AR	0.4327	0.0162	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
395	LINGO2_AD	LINGO2	158038	AD	0.4337	0.0161	0.5001	0.4330	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to CNPY3 associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
396	GLYATL1B_AD	GLYATL1B	100287520	AD	0.4340	0.0160	0.0000	0.9986	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
396	ZMYM5_AD	ZMYM5	9205	AD	0.4340	0.0160	0.0000	0.9986	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
398	AJAP1_AR	AJAP1	55966	AR	0.4352	0.0159	0.5000	0.4314	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to APC2 associated with Cortical dysplasia, complex, with other brain malformations 10 (OMIM:618677): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to APC2 Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
399	SORCS2_AR	SORCS2	57537	AR	0.4355	0.0158	0.5001	0.4311	0.0000	0.4289	0.0000	0.5001	0.5001	1.0000	0		Epileptic spasm (HP:0011097)-abnormal neuron physiology (MP:0004811), 		Proximity to GRIK2 associated with Neurodevelopmental disorder with impaired language and ataxia and with or without seizures (OMIM:619580): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to GRIK2 Epileptic spasm (HP:0011097)-abnormal single cell response (MP:0003463), 	
399	SEMA3E_AD	SEMA3E	9723	AD	0.4357	0.0158	0.5000	0.4309	0.0000	0.2981	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal motor neuron morphology (MP:0000937), 		Proximity to NCDN associated with Neurodevelopmental disorder with infantile epileptic spasms (OMIM:619373): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
401	SLC25A18_AD	SLC25A18	83733	AD	0.4363	0.0157	0.5005	0.4298	0.0000	0.3356	0.0000	0.5005	0.5005	1.0000	0		Epileptic spasm (HP:0011097)-abnormal brain morphology (MP:0002152), 		Proximity to GUF1 associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
401	MAGI2_AD	MAGI2	9863	AD	0.4364	0.0157	0.3293	0.6234	0.0000	0.3293	0.0000	0.0000	0.3293	1.0000	0		Epileptic spasm (HP:0011097)-abnormal neuron morphology (MP:0002882), 				
403	SYN3_AR	SYN3	8224	AR	0.4383	0.0154	0.5015	0.4265	0.0000	0.4614	0.0000	0.5015	0.5015	1.0000	0		Epileptic spasm (HP:0011097)-abnormal inhibitory postsynaptic currents (MP:0002945), 		Proximity to CAMK2A associated with ?Intellectual developmental disorder, autosomal recessive 63 (OMIM:618095): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to CAMK2A Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
404	AP4E1_AR	AP4E1	23431	AR	0.4388	0.0153	0.5606	0.3590	0.5606	0.4722	0.0000	0.5183	0.5606	1.0000	0	Spastic paraplegia 51, autosomal recessive (OMIM:613744): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 	Epileptic spasm (HP:0011097)-increased prepulse inhibition (MP:0009141), 		Proximity to SEPSECS associated with Pontocerebellar hypoplasia type 2 (ORPHA:2524): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
404	TERF2_AR	TERF2	7014	AR	0.4392	0.0153	0.5003	0.4268	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to SMC1A associated with Atypical Rett syndrome (ORPHA:3095): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
406	INPP4B_AR	INPP4B	8821	AR	0.4406	0.0151	0.5027	0.4227	0.0000	0.0000	0.0000	0.5027	0.5027	1.0000	0				Proximity to SYNJ1 associated with Developmental and epileptic encephalopathy 53 (OMIM:617389): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to SYNJ1 Epileptic spasm (HP:0011097)-convulsive seizures (MP:0000947), 	
407	TLL2_AR	TLL2	7093	AR	0.4411	0.0150	0.5000	0.4253	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to COL18A1 associated with Knobloch syndrome, type 1 (OMIM:267750): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to COL18A1 Epileptic spasm (HP:0011097)-subarachnoid hemorrhage (MP:0031109), 	
407	GABBR2_AD	GABBR2	9568	AD	0.4413	0.0150	0.8756	0.0000	0.8756	0.5203	0.0000	0.5082	0.8756	1.0000	0	Developmental and epileptic encephalopathy 59 (OMIM:617904): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 		Proximity to GABRB3 associated with Developmental and epileptic encephalopathy 43 (OMIM:617113): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to GABRB3 Epileptic spasm (HP:0011097)-abnormal action potential (MP:0005402), 	
409	CCDC54_AR	CCDC54	84692	AR	0.4426	0.0148	0.5000	0.4240	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SCN2A associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SCN2A Epileptic spasm (HP:0011097)-abnormal action potential (MP:0005402), 	
410	TMPRSS9_AD	TMPRSS9	360200	AD	0.4431	0.0147	0.5004	0.4230	0.0000	0.0000	0.0000	0.5004	0.5004	1.0000	0				Proximity to SLC25A12 associated with Developmental and epileptic encephalopathy 39 (OMIM:612949): Epileptic spasm (HP:0011097)-Tonic seizure (HP:0032792), 	Proximity to SLC25A12 Epileptic spasm (HP:0011097)-abnormal nervous system physiology (MP:0003633), 	
411	UNC5D_AR	UNC5D	137970	AR	0.4441	0.0146	0.5216	0.3979	0.0000	0.3855	0.0000	0.5216	0.5216	1.0000	0		Epileptic spasm (HP:0011097)-abnormal neuronal migration (MP:0006009), 		Proximity to PRDM8 associated with ?Epilepsy, progressive myoclonic, 10 (OMIM:616640): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to PRDM8 Epileptic spasm (HP:0011097)-increased prepulse inhibition (MP:0009141), 	
412	CDKAL1_AR	CDKAL1	54901	AR	0.4455	0.0144	0.5057	0.4146	0.0000	0.0000	0.0000	0.5057	0.5057	1.0000	0				Proximity to KCNJ11 associated with Diabetes, permanent neonatal 2, with or without neurologic features (OMIM:618856): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to KCNJ11 Epileptic spasm (HP:0011097)-abnormal nerve fiber response (MP:0003477), 	
413	GRHL2_AD	GRHL2	79977	AD	0.4469	0.0142	0.5209	0.3959	0.0000	0.3455	0.0000	0.5209	0.5209	1.0000	0		Epileptic spasm (HP:0011097)-encephalomeningocele (MP:0012260), 		Proximity to MMACHC associated with Methylmalonic acidemia with homocystinuria, type cblC (ORPHA:79282): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to MMACHC Epileptic spasm (HP:0011097)-abnormal spinal cord morphology (MP:0000955), 	
414	TNFRSF8_AR	TNFRSF8	943	AR	0.4507	0.0138	0.5004	0.4155	0.0000	0.0000	0.0000	0.5004	0.5004	1.0000	0				Proximity to CUX2 associated with Developmental and epileptic encephalopathy 67 (OMIM:618141): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to CUX2 Epileptic spasm (HP:0011097)-abnormal neuronal precursor proliferation (MP:0004948), 	
415	FAM118A_AR	FAM118A	55007	AR	0.4513	0.0137	0.0000	0.9812	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
415	MUC4_AD	MUC4	4585	AD	0.4516	0.0137	0.5067	0.4073	0.0000	0.0000	0.0000	0.5067	0.5067	1.0000	0				Proximity to ST3GAL3 associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
417	URI1_AD	URI1	8725	AD	0.4520	0.0136	0.5001	0.4144	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to TUBB2B associated with Cortical dysplasia, complex, with other brain malformations 7 (OMIM:610031): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to TUBB2B Epileptic spasm (HP:0011097)-increased neuron apoptosis (MP:0003203), 	
418	SERPINA5_AR	SERPINA5	5104	AR	0.4525	0.0135	0.5001	0.4140	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to MTHFR associated with Homocystinuria due to methylene tetrahydrofolate reductase deficiency (ORPHA:395): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to MTHFR Epileptic spasm (HP:0011097)-abnormal cerebellar granule layer morphology (MP:0000886), 	
